
id,name,description,desired_role,start_date,end_date,HTML,CSS,JavaScript,TypeScript,Python,Ruby,PHP,Java,C#,C++,Go,Rust,Swift,Kotlin,React,Vue,Angular,Node.js,Express,Django,Flask,Rails,Laravel,Spring,.NET,AWS,Azure,GCP,Docker,Kubernetes,MySQL,PostgreSQL,MongoDB,Git,Linux,Agile,Scrum
484,旅行予約システム導入,"当プロジェクトでは運用保守や実装などに取り組んでいます。
[主な作業]
運用保守
実装
アーキテクチャ設計
CI/CD構築
テスト
これらの取り組みにより、バグ発生率低減を目指しています。",データサイエンティスト,2025-08-01,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
485,物流管理システム構築,テスト、タスク管理、CI/CD構築、アーキテクチャ設計、パフォーマンス改善やチームマネジメントなどの開発に取り組んでいる。,インフラエンジニア,2024-06-12,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
486,教育向けアプリ構築,"当プロジェクトではデータベース設計やクラウド移行などに取り組んでいる。
[主な作業]
データベース設計
クラウド移行
技術選定
データ分析
デプロイ",QAエンジニア,2024-08-25,2025-06-23,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
487,SNSアプリ設計,主な業務は技術選定、デプロイ、レビュー、クラウド移行やパフォーマンス改善である。,インフラエンジニア,2024-12-08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
488,顧客管理システム構築,CI/CD構築、デプロイ、要件分析、リファクタリングやテストなどの開発に取り組んでいる。,バックエンドエンジニア,2024-04-10,,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0
489,データ分析基盤改善,要件定義、データ分析、コーディングやパフォーマンス改善などの開発に取り組んでいます。目指しているのは性能向上です。,エンジニアリングマネージャ,2024-04-17,2025-07-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
490,ECプラットフォーム設計,"本プロジェクトではデプロイやアーキテクチャ設計などに取り組んでいる。
[主な作業]
デプロイ
アーキテクチャ設計
コーディング
テスト",PM,2024-12-10,2025-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
491,AIチャットボット構築,当プロジェクトではセキュリティ強化、チームマネジメントやデプロイに取り組んでいます。,QAエンジニア,2025-10-18,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
492,ニュース配信アプリ構築,このプロジェクトでは技術選定、レビュー、CI/CD構築、要件分析、アーキテクチャ設計やチームマネジメントに取り組んでいます。目的はレスポンス時間短縮です。,テクニカルリード,2025-02-01,2026-10-30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
493,AIチャットボット導入,本プロジェクトではテスト、セキュリティ強化、レビュー、UI/UX設計、データ分析やドキュメント作成に取り組んでいる。目的はリリースサイクルの短縮である。,バックエンドエンジニア,2025-05-22,2025-08-05,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0
494,チャットボット改善,このプロジェクトではアーキテクチャ設計、CI/CD構築、デプロイ、データベース設計やインフラ構築に取り組んでいます。,エンジニアリングマネージャ,2024-02-14,2024-09-28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
495,音声認識システム開発,"このプロジェクトでは要件定義や自動テスト導入などに取り組んでいます。
[実施内容]
要件定義
自動テスト導入
タスク管理
チームマネジメント",SE,2024-03-01,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
496,ブロックチェーン開発導入,"本プロジェクトでは実装やUI/UX設計などに取り組んでいる。
[主な作業]
実装
UI/UX設計
デプロイ
テスト
アーキテクチャ設計",エンジニアリングマネージャ,2024-12-12,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
497,eラーニングシステム設計,"当プロジェクトではパフォーマンス改善やクラウド移行などに取り組んでいます。
[主な業務]
パフォーマンス改善
クラウド移行
要件分析
タスク管理
テスト
これらの取り組みにより、性能向上を目指しています。",QAエンジニア,2024-06-05,2025-05-15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
498,音声認識システム実装,ドキュメント作成、コーディングやインフラ構築などの開発に取り組んでいる。目指しているのはバグ発生率低減である。,QAエンジニア,2025-08-08,2025-11-29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
499,医療情報システム設計,現在進行中の案件においてはインフラ構築、コーディング、レビューや自動テスト導入に取り組んでいます。目的は運用コスト削減です。,フルスタックエンジニア,2025-07-12,,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0
500,サブスク管理サービス導入,本プロジェクトではテスト、要件定義やドキュメント作成に取り組んでいる。目的はコスト削減である。,エンジニアリングマネージャ,2024-07-03,2026-01-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
501,機械学習モデル開発開発,"当プロジェクトではデータベース設計やタスク管理などに取り組んでいる。
[実施内容]
データベース設計
タスク管理
要件定義
運用保守",インフラエンジニア,2025-04-19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
502,音声認識システム改善,要件分析、アーキテクチャ設計、UI/UX設計、パフォーマンス改善、タスク管理やデプロイなどの開発に取り組んでいます。目指しているのはユーザビリティ向上です。,PM,2024-04-27,2025-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
503,画像認識システム実装,"現プロジェクトにおいてデータベース設計やコーディングなどに取り組んでいる。
[主な業務]
データベース設計
コーディング
データ分析
アーキテクチャ設計
タスク管理
ドキュメント作成
これらの取り組みにより、コスト削減を目指している。",UI/UXデザイナー,2024-09-17,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
504,SNSアプリ改善,"このプロジェクトではパフォーマンス改善やセキュリティ強化などに取り組んでいます。
[主な作業]
パフォーマンス改善
セキュリティ強化
インフラ構築",PM,2025-10-05,2026-08-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
505,HRテックサービス導入,現在進行中の案件においてはUI/UX設計、自動テスト導入やクラウド移行に取り組んでいます。,データサイエンティスト,2024-07-25,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
506,予約管理システム設計,"本プロジェクトではシステム設計やインフラ構築などに取り組んでいる。
[主な業務]
システム設計
インフラ構築
タスク管理
これらの取り組みにより、コスト削減を目指している。",データサイエンティスト,2024-06-27,2025-03-05,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
507,BIツール導入開発,主な業務はアーキテクチャ設計、レビュー、コーディング、タスク管理、クラウド移行や実装です。目指しているのはコスト削減です。,バックエンドエンジニア,2024-01-19,2024-11-17,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
508,HRテックサービス開発,要件分析、テスト、レビューやデータ分析などの開発に取り組んでいる。,データサイエンティスト,2025-10-18,2026-08-16,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
509,クラウド移行プロジェクト構築,当プロジェクトではチームマネジメント、クラウド移行、UI/UX設計、セキュリティ強化、レビューやCI/CD構築に取り組んでいます。,バックエンドエンジニア,2024-05-12,,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
510,SNSアプリ導入,システム設計や実装を中心に行っている。また、実装、システム設計、クラウド移行、CI/CD構築や要件定義にも取り組んでいる。目指しているのは品質改善である。,インフラエンジニア,2025-07-03,2026-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0
511,在庫管理システム構築,当プロジェクトではデータ分析、自動テスト導入、テスト、クラウド移行、技術選定や要件分析に取り組んでいる。目的は開発効率向上である。,フルスタックエンジニア,2025-09-03,,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0
512,健康管理アプリ実装,"現在進行中の案件においてはドキュメント作成やCI/CD構築などに取り組んでいます。
[主な作業]
ドキュメント作成
CI/CD構築
タスク管理
実装
レビュー",PM,2025-09-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
513,セキュリティ強化プロジェクト構築,"このプロジェクトではリファクタリングや自動テスト導入などに取り組んでいます。
[主な業務]
リファクタリング
自動テスト導入
要件定義
技術選定
要件分析",フルスタックエンジニア,2024-01-09,2024-12-13,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0
514,ニュース配信アプリ実装,タスク管理、チームマネジメント、セキュリティ強化、リファクタリングやレビューなどの開発に取り組んでいます。目指しているのはユーザビリティ向上です。,PM,2024-12-29,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
515,サブスク管理サービス実装,"このプロジェクトではテストや運用保守などに取り組んでいます。
[実施内容]
テスト
運用保守
要件分析
データ分析",QAエンジニア,2024-05-10,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
516,医療情報システム導入,"当プロジェクトではデータベース設計やUI/UX設計などに取り組んでいます。
[主な業務]
データベース設計
UI/UX設計
コーディング
ドキュメント作成",エンジニアリングマネージャ,2025-10-17,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
517,教育向けアプリ構築,当プロジェクトではリファクタリング、データベース設計、データ分析、インフラ構築、アーキテクチャ設計や技術選定に取り組んでいる。目的はユーザー満足度向上である。,エンジニアリングマネージャ,2025-01-20,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
518,SNSアプリ実装,当プロジェクトでは運用保守、テスト、ドキュメント作成やデプロイに取り組んでいます。目的はリリースサイクルの短縮です。,バックエンドエンジニア,2024-12-26,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0
519,物流管理システム実装,このプロジェクトではクラウド移行、アーキテクチャ設計やデプロイに取り組んでいます。,技術リーダー,2025-08-11,2026-12-31,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
520,画像認識システム設計,"現プロジェクトにおいてシステム設計や要件定義などに取り組んでいる。
[実施内容]
システム設計
要件定義
ドキュメント作成
要件分析
テスト
これらの取り組みにより、コスト削減を目指している。",PM,2024-07-30,2026-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
521,eラーニングシステム実装,"現プロジェクトにおいてセキュリティ強化やドキュメント作成などに取り組んでいる。
[主な作業]
セキュリティ強化
ドキュメント作成
テスト
パフォーマンス改善
これらの取り組みにより、ユーザー満足度向上を目指している。",エンジニアリングマネージャ,2024-09-14,2025-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
522,SNSアプリ設計,"このプロジェクトではドキュメント作成やシステム設計などに取り組んでいます。
[実施内容]
ドキュメント作成
システム設計
技術選定
CI/CD構築
デプロイ",テクニカルリード,2025-09-05,2025-12-23,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
523,IoTプラットフォーム構築,現プロジェクトにおいてレビュー、タスク管理、自動テスト導入、データ分析、システム設計やUI/UX設計に取り組んでいる。,バックエンドエンジニア,2024-05-26,2025-12-31,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0
524,SNSアプリ設計,"このプロジェクトではインフラ構築やセキュリティ強化などに取り組んでいます。
[主な作業]
インフラ構築
セキュリティ強化
データ分析
コーディング
要件分析
リファクタリング
これらの取り組みにより、リリースサイクルの短縮を目指しています。",UI/UXデザイナー,2024-04-26,2025-02-24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
525,データレイク構築改善,現プロジェクトにおいてタスク管理、データ分析、クラウド移行、チームマネジメント、要件定義やCI/CD構築に取り組んでいる。,技術リーダー,2025-06-15,2026-12-31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
526,機械学習モデル開発開発,現プロジェクトにおいて自動テスト導入、データ分析、コーディング、レビューや要件分析に取り組んでいる。目的はリリースサイクルの短縮である。,エンジニアリングマネージャ,2025-09-13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
527,ブロックチェーン開発構築,"当プロジェクトではデプロイやシステム設計などに取り組んでいる。
[実施内容]
デプロイ
システム設計
データベース設計
コーディング
これらの取り組みにより、ユーザー満足度向上を目指している。",データサイエンティスト,2025-09-04,2026-12-31,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
528,不動産プラットフォーム改善,技術選定や設計レビューを行っている。目指しているのは開発効率向上である。,フルスタックエンジニア,2024-04-27,,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
529,予約管理システム設計,"本プロジェクトではデータ分析やリファクタリングなどに取り組んでいる。
[主な業務]
データ分析
リファクタリング
データベース設計
CI/CD構築
クラウド移行
要件定義",テクニカルリード,2025-04-23,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
530,セキュリティ強化プロジェクト構築,当プロジェクトではコーディング、要件定義やデプロイに取り組んでいる。目的はコスト削減である。,テクニカルリード,2025-04-07,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
531,機械学習モデル開発改善,"本プロジェクトではセキュリティ強化や自動テスト導入などに取り組んでいる。
[実施内容]
セキュリティ強化
自動テスト導入
テスト
運用保守
デプロイ
要件定義
これらの取り組みにより、コスト削減を目指している。",データサイエンティスト,2025-09-12,2026-12-31,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
532,予約管理システム設計,"現在進行中の案件においてはパフォーマンス改善やUI/UX設計などに取り組んでいます。
[主な業務]
パフォーマンス改善
UI/UX設計
セキュリティ強化
これらの取り組みにより、ユーザー満足度向上を目指しています。",PM,2024-07-23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
533,BIツール導入設計,"本プロジェクトではアーキテクチャ設計やレビューなどに取り組んでいる。
[主な業務]
アーキテクチャ設計
レビュー
データ分析
これらの取り組みにより、運用コスト削減を目指している。",データサイエンティスト,2025-03-12,2025-08-08,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
534,チャットボット開発,本プロジェクトでは要件分析、インフラ構築、運用保守、要件定義やクラウド移行に取り組んでいる。目的はコスト削減である。,PM,2025-08-29,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
535,医療情報システム導入,当プロジェクトではアーキテクチャ設計、要件定義、コーディングやテストに取り組んでいる。,バックエンドエンジニア,2024-01-24,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0
536,在庫管理システム改善,"本プロジェクトでは要件分析やテストなどに取り組んでいる。
[主な業務]
要件分析
テスト
デプロイ
タスク管理
コーディング
システム設計
これらの取り組みにより、レスポンス時間短縮を目指している。",インフラエンジニア,2024-03-17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
537,SNSアプリ設計,"現プロジェクトにおいて要件定義やアーキテクチャ設計などに取り組んでいる。
[主な業務]
要件定義
アーキテクチャ設計
クラウド移行
これらの取り組みにより、運用コスト削減を目指している。",インフラエンジニア,2024-05-14,2026-02-10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
538,物流管理システム構築,当プロジェクトではドキュメント作成、タスク管理、テストや要件定義に取り組んでいます。,バックエンドエンジニア,2024-05-24,,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0
539,ニュース配信アプリ改善,当プロジェクトではパフォーマンス改善、運用保守やUI/UX設計に取り組んでいる。目的はユーザー満足度向上である。,フルスタックエンジニア,2024-07-19,2026-06-17,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
540,予約管理システム導入,"本プロジェクトではCI/CD構築やインフラ構築などに取り組んでいる。
[主な業務]
CI/CD構築
インフラ構築
チームマネジメント
テスト
要件分析",テクニカルリード,2024-02-16,2024-11-23,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
541,eラーニングシステム導入,本プロジェクトではドキュメント作成、データ分析、運用保守やクラウド移行に取り組んでいる。,インフラエンジニア,2025-09-15,2026-06-19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
542,金融システム構築,このプロジェクトではUI/UX設計、リファクタリングや自動テスト導入に取り組んでいます。目的はユーザー満足度向上です。,データサイエンティスト,2024-10-18,2026-06-26,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
543,ニュース配信アプリ開発,現プロジェクトにおいてテスト、技術選定、自動テスト導入や運用保守に取り組んでいる。,テクニカルリード,2025-02-11,2026-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
544,音声認識システム開発,"現在進行中の案件においてはアーキテクチャ設計やテストなどに取り組んでいます。
[主な作業]
アーキテクチャ設計
テスト
運用保守
自動テスト導入
データベース設計",SE,2025-06-24,2025-10-10,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
545,BIツール導入実装,現プロジェクトにおいてUI/UX設計、CI/CD構築、実装、自動テスト導入、運用保守やデプロイに取り組んでいる。,QAエンジニア,2025-06-26,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
546,教育向けアプリ構築,テスト、クラウド移行、チームマネジメント、要件分析、実装やドキュメント作成などの開発に取り組んでいます。目指しているのは品質改善です。,バックエンドエンジニア,2025-06-06,2026-01-21,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0
547,BIツール導入構築,本プロジェクトではデプロイ、データ分析、データベース設計やインフラ構築に取り組んでいる。,エンジニアリングマネージャ,2025-07-19,2026-03-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
548,機械学習モデル開発改善,当プロジェクトでは自動テスト導入、インフラ構築、デプロイ、CI/CD構築やコーディングに取り組んでいます。,テクニカルリード,2024-10-29,2026-04-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
549,クラウド移行プロジェクト開発,主な業務は技術選定、自動テスト導入やタスク管理である。,テクニカルリード,2024-02-11,,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
550,顧客管理システム導入,"現プロジェクトにおいてCI/CD構築やタスク管理などに取り組んでいる。
[実施内容]
CI/CD構築
タスク管理
自動テスト導入
要件分析
データベース設計",技術リーダー,2024-05-22,2024-12-31,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
551,データレイク構築設計,主な業務はクラウド移行、要件分析、レビュー、コーディングやテストである。目指しているのは性能向上である。,QAエンジニア,2024-05-24,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
552,画像認識システム設計,主な業務はインフラ構築、要件定義、パフォーマンス改善、テストやコーディングです。,データサイエンティスト,2025-03-20,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0
553,データ分析基盤開発,実装、セキュリティ強化、レビューやクラウド移行などの開発に取り組んでいる。,技術リーダー,2024-10-09,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
554,不動産プラットフォーム導入,"当プロジェクトではUI/UX設計やチームマネジメントなどに取り組んでいる。
[主な業務]
UI/UX設計
チームマネジメント
テスト
これらの取り組みにより、レスポンス時間短縮を目指している。",エンジニアリングマネージャ,2025-02-04,2026-03-25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
555,ニュース配信アプリ導入,"このプロジェクトではテストやタスク管理などに取り組んでいます。
[実施内容]
テスト
タスク管理
レビュー
これらの取り組みにより、バグ発生率低減を目指しています。",PM,2024-10-30,2026-05-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
556,物流管理システム実装,システム設計や実装を中心に行っています。また、運用保守、ドキュメント作成、技術選定、セキュリティ強化やリファクタリングにも取り組んでいます。目指しているのはコスト削減です。,SE,2024-08-11,,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
557,eラーニングシステム改善,"現在進行中の案件においては技術選定やデプロイなどに取り組んでいます。
[実施内容]
技術選定
デプロイ
パフォーマンス改善
これらの取り組みにより、バグ発生率低減を目指しています。",バックエンドエンジニア,2025-09-06,2026-12-31,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0
558,セキュリティ強化プロジェクト設計,システム設計や実装を中心に行っている。,テクニカルリード,2024-07-21,2025-12-04,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
559,画像認識システム開発,本プロジェクトではデータ分析、レビュー、システム設計、実装、要件分析やコーディングに取り組んでいる。目的はコスト削減である。,テクニカルリード,2024-03-14,2024-06-02,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
560,BIツール導入開発,主な業務はレビュー、運用保守やドキュメント作成である。,エンジニアリングマネージャ,2024-02-08,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
561,データレイク構築改善,"このプロジェクトでは運用保守やリファクタリングなどに取り組んでいます。
[主な作業]
運用保守
リファクタリング
セキュリティ強化
チームマネジメント
デプロイ
これらの取り組みにより、開発効率向上を目指しています。",フロントエンドエンジニア,2024-02-03,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,eラーニングシステム実装,現在進行中の案件においてはアーキテクチャ設計、UI/UX設計、コーディング、タスク管理、デプロイやセキュリティ強化に取り組んでいます。,UI/UXデザイナー,2025-11-08,2026-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
563,音声認識システム構築,主な業務はタスク管理、レビュー、データ分析、実装、デプロイや自動テスト導入です。,フルスタックエンジニア,2025-02-23,2025-12-14,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
564,グルメレビューアプリ構築,主な業務はクラウド移行、運用保守、要件定義やコーディングである。,PM,2024-10-19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
