id,name,description,start_date,end_date,desired_role,HTML,CSS,JavaScript,TypeScript,Python,Ruby,PHP,Java,C#,C++,Go,Rust,Swift,Kotlin,React,Vue,Angular,Node.js,Express,Django,Flask,Rails,Laravel,Spring,.NET,AWS,Azure,GCP,Docker,Kubernetes,MySQL,PostgreSQL,MongoDB,Git,Linux,Agile,Scrum
253,エンタープライズリリース管理オムニチャネル化伴走計画,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2024-02-22,,スクラムマスター,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1
254,地方自治体向けデータレイククラウド移行刷新案件,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。,2023-10-29,2025-02-17,データエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1
255,社会インフラ向け設備点検モバイル支援伴走計画,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。,2023-05-16,,モバイルSWE,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1
256,次世代分析基盤データ統合モダナイゼーション,マルチベンダー体制を統括しリスクと課題の早期解消を図る。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。ゼロトラスト構成を想定したネットワーク設計を進める。,2023-12-01,2024-10-19,PMO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1
257,公共団体向け需要調整モバイル支援モダナイゼーション,データ品質メトリクスを定め継続的な監査対応を可能にする。クラウド運用ガイドラインに沿って権限設計を策定する。,2023-10-08,,PMO,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
258,公共団体向けEC強化オムニチャネル化標準化対応,モバイルとWebの共通コンポーネント戦略を策定する。利用部門と連携しアジャイルリリースの計画を整備する。,2021-05-23,2022-02-24,プロダクトエンジニア,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0
259,クラウド型クラウド移行Webフロント刷新伴走計画,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。段階リリースに備え移行リハーサルと利用者教育を実施する。,2023-10-19,2024-02-05,SRE,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0
260,社会インフラ向け営業支援顧客接点強化DX計画,レガシー資産の段階移行方針と影響範囲を精査する。現場ヒアリングから業務要件を整理し優先度を明確にする。,2022-07-21,2023-09-16,iOSエンジニア,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0
261,リアルタイム設備点検マイクロサービス化標準化対応,API連携基盤を標準化し社内外システムの接続を安定させる。現場ヒアリングから業務要件を整理し優先度を明確にする。,2021-01-26,2021-07-20,iOSエンジニア,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
262,データ駆動監視指標基幹刷新DX計画,CI/CD基盤を整備して短いサイクルでのリリースを実現する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。レガシー資産の段階移行方針と影響範囲を精査する。,2023-01-15,2023-08-02,MLエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
263,AI工場監視分析可視化共同開発,業務フローを再定義し現行資産との共存を段階的に図る。観測データを分析しリリース後の改善ポイントを定常化する。利用部門と連携しアジャイルリリースの計画を整備する。,2022-05-13,2023-08-04,Goエンジニア,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
264,クラウド型設備稼働モバイル支援DX計画,CI/CD基盤を整備して短いサイクルでのリリースを実現する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2023-03-08,,バックエンドエンジニア,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
265,クラウド型高速トレード次期基盤構築強化プロジェクト,データ品質メトリクスを定め継続的な監査対応を可能にする。利用部門と連携しアジャイルリリースの計画を整備する。,2022-03-09,2023-01-18,バックエンドエンジニア,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1
266,クラウド型会員基盤クラウド移行標準化対応,段階リリースに備え移行リハーサルと利用者教育を実施する。ゼロトラスト構成を想定したネットワーク設計を進める。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2021-08-17,2022-04-22,バックエンドエンジニア,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1
267,スマート原価管理業務自動化標準化対応,クラウドネイティブ化の選定指針をまとめ関係者に共有する。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2021-03-09,2022-02-18,バックエンドエンジニア,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0
268,データ駆動暗号資産SFA再構築共同開発,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。業務フローを再定義し現行資産との共存を段階的に図る。,2023-11-28,,バックエンドエンジニア,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
269,次世代設備稼働オムニチャネル化開発イニシアチブ,アーキテクチャレビューでセキュリティとパフォーマンスを両立する。データ品質メトリクスを定め継続的な監査対応を可能にする。,2021-09-26,2023-01-23,Goエンジニア,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1
270,スマートブランドサイトAPI連携強化プロジェクト,レガシー資産の段階移行方針と影響範囲を精査する。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2024-03-23,2025-09-04,フロントエンドSWE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
271,公共団体向けイベント処理SFA再構築共同開発,ゼロトラスト構成を想定したネットワーク設計を進める。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。,2020-04-29,2021-05-24,Rustエンジニア,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
272,公共団体向けゼロトラスト業務自動化共同開発,アーキテクチャレビューでセキュリティとパフォーマンスを両立する。データ品質メトリクスを定め継続的な監査対応を可能にする。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2024-05-20,2025-04-28,PMO,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
273,クラウド型調達管理次期基盤構築推進プロジェクト,ゼロトラスト構成を想定したネットワーク設計を進める。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2020-12-07,2021-06-12,バックエンドエンジニア,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0
274,公共団体向けダッシュボード顧客接点強化モダナイゼーション,モバイルとWebの共通コンポーネント戦略を策定する。業務フローを再定義し現行資産との共存を段階的に図る。,2020-04-04,2020-07-11,プロダクトエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0
275,金融機関向け製造IoTSFA再構築刷新案件,API連携基盤を標準化し社内外システムの接続を安定させる。観測データを分析しリリース後の改善ポイントを定常化する。,2023-04-21,,Goエンジニア,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
276,公共団体向け訪問記録基幹刷新伴走計画,業務フローを再定義し現行資産との共存を段階的に図る。利用部門と連携しアジャイルリリースの計画を整備する。,2023-01-09,,モバイルエンジニア,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
277,エンタープライズ支払処理クラウド移行標準化対応,CI/CD基盤を整備して短いサイクルでのリリースを実現する。現場ヒアリングから業務要件を整理し優先度を明確にする。,2024-04-10,2025-08-07,ソフトウェアエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0
278,データ駆動ダッシュボードAPI連携更改プログラム,マルチベンダー体制を統括しリスクと課題の早期解消を図る。CI/CD基盤を整備して短いサイクルでのリリースを実現する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2021-10-11,2023-01-23,フロントエンドSWE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1
279,地方自治体向け公共料金マイクロサービス化推進プロジェクト,モバイルとWebの共通コンポーネント戦略を策定する。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2022-12-11,2024-06-03,PMO,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1
280,次世代監視基盤基幹刷新共同開発,レガシー資産の段階移行方針と影響範囲を精査する。KPIレビュー会を運営し経営層向けの報告資料を整備する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2024-03-15,,ソフトウェアエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
281,リアルタイムポイント連携Webフロント刷新推進プロジェクト,KPIレビュー会を運営し経営層向けの報告資料を整備する。レガシー資産の段階移行方針と影響範囲を精査する。,2023-01-19,2023-05-31,フルスタックエンジニア,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
282,公共団体向け業務自動化API連携標準化対応,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。CI/CD基盤を整備して短いサイクルでのリリースを実現する。,2023-11-18,2025-03-02,ソフトウェアエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1
283,AIAPI統合次期基盤構築標準化対応,KPIレビュー会を運営し経営層向けの報告資料を整備する。業務フローを再定義し現行資産との共存を段階的に図る。レガシー資産の段階移行方針と影響範囲を精査する。,2021-01-03,2021-09-06,ソフトウェアエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
284,スマート庁内業務SFA再構築伴走計画,スクラムイベントを通じてチーム間の可視化と合意形成を支援する。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。業務フローを再定義し現行資産との共存を段階的に図る。,2022-01-20,2022-07-14,システムアーキテクト,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1
285,次世代店舗チェックWebフロント刷新伴走計画,観測データを分析しリリース後の改善ポイントを定常化する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。,2023-09-15,,モバイルエンジニア,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1
286,エンタープライズ需要予測Webフロント刷新開発イニシアチブ,アーキテクチャレビューでセキュリティとパフォーマンスを両立する。段階リリースに備え移行リハーサルと利用者教育を実施する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2023-11-08,2024-11-28,バックエンドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1
287,社会インフラ向け顧客サポートSFA再構築伴走計画,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2021-11-10,2022-03-31,テックリード,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
288,データ駆動分析基盤分析可視化刷新案件,KPIレビュー会を運営し経営層向けの報告資料を整備する。マルチベンダー体制を統括しリスクと課題の早期解消を図る。API連携基盤を標準化し社内外システムの接続を安定させる。,2024-05-24,2024-12-02,MLエンジニア,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1
289,クラウド型支払処理クラウド移行開発イニシアチブ,CI/CD基盤を整備して短いサイクルでのリリースを実現する。データ品質メトリクスを定め継続的な監査対応を可能にする。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2021-01-22,2021-07-10,SWE（バックエンド）,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0
290,スマートダッシュボードSFA再構築DX計画,アーキテクチャレビューでセキュリティとパフォーマンスを両立する。段階リリースに備え移行リハーサルと利用者教育を実施する。ゼロトラスト構成を想定したネットワーク設計を進める。,2022-02-19,2022-07-26,フロントエンドエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
291,クラウド型調達管理SFA再構築推進プロジェクト,利用部門と連携しアジャイルリリースの計画を整備する。レガシー資産の段階移行方針と影響範囲を精査する。CI/CD基盤を整備して短いサイクルでのリリースを実現する。,2022-01-03,,バックエンドエンジニア,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1
292,クラウド型レコメンド申請ワークフロー強化プロジェクト,利用部門と連携しアジャイルリリースの計画を整備する。モバイルとWebの共通コンポーネント戦略を策定する。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2021-12-27,2022-07-28,テックリード,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
293,スマート販売物流オムニチャネル化推進プロジェクト,データ品質メトリクスを定め継続的な監査対応を可能にする。段階リリースに備え移行リハーサルと利用者教育を実施する。観測データを分析しリリース後の改善ポイントを定常化する。,2023-05-08,,アプリケーションエンジニア,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0
294,スマートCI/CD整備SFA再構築開発イニシアチブ,現場ヒアリングから業務要件を整理し優先度を明確にする。クラウド運用ガイドラインに沿って権限設計を策定する。,2022-04-25,2023-07-28,プラットフォームエンジニア,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1
295,リアルタイムログ解析申請ワークフロー強化プロジェクト,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。業務フローを再定義し現行資産との共存を段階的に図る。利用部門と連携しアジャイルリリースの計画を整備する。,2023-06-16,2023-10-04,ソフトウェアエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
296,スマートクラウド移行データ統合推進プロジェクト,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。利用部門と連携しアジャイルリリースの計画を整備する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2021-01-09,2021-12-03,DevOpsエンジニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1
297,リアルタイム会員ポータルデータ統合刷新案件,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2023-05-05,2023-10-24,プロダクトエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1
298,UX向上条例申請データ統合推進プロジェクト,現場ヒアリングから業務要件を整理し優先度を明確にする。レガシー資産の段階移行方針と影響範囲を精査する。,2020-04-28,2021-03-23,システムアーキテクト,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1
299,公共団体向け需要予測申請ワークフロー標準化対応,マルチベンダー体制を統括しリスクと課題の早期解消を図る。段階リリースに備え移行リハーサルと利用者教育を実施する。クラウド運用ガイドラインに沿って権限設計を策定する。,2023-12-20,2025-01-02,バックエンドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
300,モバイルファースト福祉窓口業務自動化更改プログラム,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。業務フローを再定義し現行資産との共存を段階的に図る。,2024-02-24,,システムアーキテクト,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
301,大手製造業向け監視指標API連携標準化対応,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。段階リリースに備え移行リハーサルと利用者教育を実施する。,2023-03-26,2023-11-12,データエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0
302,大手製造業向け需給連携クラウド移行推進プロジェクト,CI/CD基盤を整備して短いサイクルでのリリースを実現する。ゼロトラスト構成を想定したネットワーク設計を進める。データ品質メトリクスを定め継続的な監査対応を可能にする。,2022-09-08,,システムエンジニア,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
303,地方自治体向けコンテンツ管理顧客接点強化共同開発,観測データを分析しリリース後の改善ポイントを定常化する。API連携基盤を標準化し社内外システムの接続を安定させる。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2020-11-13,2022-04-18,テックリード,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
304,AIリアルタイム監視Webフロント刷新刷新案件,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。,2023-10-17,2024-03-13,システムSWE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
305,社会インフラ向け契約審査申請ワークフロー推進プロジェクト,クラウドネイティブ化の選定指針をまとめ関係者に共有する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2023-02-03,2023-12-28,PL,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1
306,クラウド型BI整備オムニチャネル化強化プロジェクト,レガシー資産の段階移行方針と影響範囲を精査する。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2022-07-24,2022-11-27,アナリティクスSWE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1
307,AI配送指示Webフロント刷新強化プロジェクト,データ品質メトリクスを定め継続的な監査対応を可能にする。現場ヒアリングから業務要件を整理し優先度を明確にする。,2020-10-04,2021-05-06,Androidエンジニア,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1
308,地方自治体向け施設予約顧客接点強化刷新案件,ゼロトラスト構成を想定したネットワーク設計を進める。KPIレビュー会を運営し経営層向けの報告資料を整備する。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。,2021-09-19,2022-07-26,.NETエンジニア,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1
309,リアルタイム勤怠管理API連携共同開発,マルチベンダー体制を統括しリスクと課題の早期解消を図る。業務フローを再定義し現行資産との共存を段階的に図る。,2021-01-21,2021-09-12,モバイルSWE,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1
310,社会インフラ向け現場巡回顧客接点強化刷新案件,段階リリースに備え移行リハーサルと利用者教育を実施する。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2022-10-19,,PL,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0
311,社会インフラ向け訪問記録分析可視化更改プログラム,現場ヒアリングから業務要件を整理し優先度を明確にする。データ品質メトリクスを定め継続的な監査対応を可能にする。,2021-02-24,2022-03-28,モバイルエンジニア,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
312,公共団体向けゼロトラスト基幹刷新共同開発,観測データを分析しリリース後の改善ポイントを定常化する。マルチベンダー体制を統括しリスクと課題の早期解消を図る。現場ヒアリングから業務要件を整理し優先度を明確にする。,2023-03-17,2024-02-19,プラットフォームエンジニア,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1
313,大手製造業向け設備点検Webフロント刷新推進プロジェクト,現場ヒアリングから業務要件を整理し優先度を明確にする。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2021-06-16,2022-11-17,PL,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0
314,金融機関向け支払処理データ統合強化プロジェクト,業務フローを再定義し現行資産との共存を段階的に図る。現場ヒアリングから業務要件を整理し優先度を明確にする。データ品質メトリクスを定め継続的な監査対応を可能にする。,2020-07-30,2021-09-02,サーバーサイドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0
315,クラウド型請求照会分析可視化共同開発,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。ゼロトラスト構成を想定したネットワーク設計を進める。,2023-03-14,,フルスタックエンジニア,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0
316,データ駆動作業日報クラウド移行標準化対応,観測データを分析しリリース後の改善ポイントを定常化する。API連携基盤を標準化し社内外システムの接続を安定させる。,2020-05-03,2021-04-26,iOSエンジニア,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
317,社会インフラ向け顧客サポートWebフロント刷新DX計画,クラウド運用ガイドラインに沿って権限設計を策定する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2021-12-17,2022-10-11,バックエンドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
318,大手製造業向けサービス改善分析可視化モダナイゼーション,アーキテクチャレビューでセキュリティとパフォーマンスを両立する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。CI/CD基盤を整備して短いサイクルでのリリースを実現する。,2020-05-25,2021-09-06,フロントエンドSWE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
319,データ駆動ゼロトラスト業務自動化強化プロジェクト,スクラムイベントを通じてチーム間の可視化と合意形成を支援する。ゼロトラスト構成を想定したネットワーク設計を進める。,2023-08-04,2024-08-07,DevOpsエンジニア,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
320,クラウド型福祉窓口SFA再構築標準化対応,クラウド運用ガイドラインに沿って権限設計を策定する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。,2024-05-24,2024-12-24,PMO,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1
321,リアルタイム勤怠管理申請ワークフローDX計画,アーキテクチャレビューでセキュリティとパフォーマンスを両立する。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2023-01-01,2023-05-26,モバイルSWE,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
322,モバイルファーストサポート窓口次期基盤構築強化プロジェクト,モバイルとWebの共通コンポーネント戦略を策定する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2021-05-18,2021-09-16,バックエンドエンジニア,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0
323,AIBtoC接客申請ワークフロー伴走計画,マルチベンダー体制を統括しリスクと課題の早期解消を図る。段階リリースに備え移行リハーサルと利用者教育を実施する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2022-02-10,,ソフトウェアエンジニア,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1
324,リアルタイム顧客サポートAPI連携推進プロジェクト,クラウド運用ガイドラインに沿って権限設計を策定する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。,2021-04-22,2022-01-24,サーバーサイドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0
325,地方自治体向けゼロトラストAPI連携推進プロジェクト,モバイルとWebの共通コンポーネント戦略を策定する。現場ヒアリングから業務要件を整理し優先度を明確にする。,2021-05-07,2021-10-04,DevOpsエンジニア,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1
